bookID,isbn,title,authors,categories,published_year,average_rating,num_pages,ratings_count
5474,877880204,A Full House,Madeleine L'Engle,Fiction,1999,3.99,48,228
5475,877887268,The Rock that is Higher,Madeleine L'Engle,Religion,1993,4.13,320,457
5476,878052739,Conversations with Ernest Hemingway,Ernest Hemingway;Matthew Joseph Bruccoli,Literary Criticism,1986,4.17,204,61
5477,878056262,Conversations with Jerzy Kosinski,Jerzy Kosinski,Literary Criticism,1993,3.75,242,25
5478,878057005,Conversations with John Updike,John Updike;James Plath,Biography & Autobiography,1994,3.58,302,12
5479,878510370,The Good Housekeeping Illustrated Cookbook,Zoe Coulson,Cookbooks,1980,4.36,512,1114
5480,878937200,Essentials of Conservation Biology,Richard B. Primack,Science,2006,3.89,585,36
5481,879074493,Exercitia Spiritualia,Saint Gertrude (the Great),Religion,1989,3.2,165,5
5482,879100362,Harpo Speaks!,Harpo Marx;Rowland Barber,Biography & Autobiography,1985,4.4,482,1934
5483,879102780,Jean Arthur,John Oller,Biography & Autobiography,1999,3.89,358,272
5484,879232153,Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,Philosophy,1977,4.27,450,458
5485,879237511,"Life, a User's Manual",Georges Perec,Fiction,1987,4.22,581,4221
5486,879239484,Broken Vessels,Andre Dubus,Fiction,1992,4.32,195,348
5487,879387556,John Deere Farm Tractors,Randy Leffingwell,Technology & Engineering,1992,4.22,192,22
5488,879697121,Bioinformatics,David W. Mount,Science,2004,3.87,692,58
5489,879975318,The Many Worlds of Magnus Ridolph,Jack Vance,"Science fiction, American",1980,3.92,174,271
5490,880014407,The Assignation,Joyce Carol Oates,Fiction,1996,3.81,208,332
5491,880015080,First Love,Joyce Carol Oates,Fiction,1997,3.19,86,557
5492,880071311,Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,Cooking,1983,3.47,127,15
5493,880291230,The Roald Dahl Omnibus,Roald Dahl,England,1987,4.35,681,2245
5494,880292512,Understanding Physics,Isaac Asimov,Physics,1988,4.13,833,818
5495,881507199,King Arthur Flour Whole Grain Baking,,Cooking,2006,4.13,544,4704
5496,881792063,The elements of typographic style,Robert Bringhurst,Design,2004,4.24,352,7296
5497,881842672,The Secret of Santa Vittoria,Robert Crichton,Fiction,1986,4.13,416,553
5498,881927694,A Book of Blue Flowers,R. L. Geneve,Gardening,2006,3.83,327,0
5499,883657279,Alfred Hitchcock,Alfred Hitchcock,Fiction,2005,3.87,512,76
5500,883689448,God's Generals,Roberts Liardon,Biography & Autobiography,2003,4.45,416,1396
5501,884196488,The Bible Cure for Diabetes,Don Colbert,Health & Fitness,1999,3.84,96,20
5502,886771285,To Battle the Gods,Sharon Green,Fiction,1986,4.09,446,85
5503,886771382,Quester's endgame,Patricia Josephine Clayton,Fiction,1986,3.97,372,153
5505,886773520,Magic's Pawn,Mercedes Lackey,Fiction,1989,4.21,349,21834
5506,886773784,Arrows of the Queen,Mercedes Lackey,Fiction,1987,4.16,320,29552
5507,886774004,Arrow's Fall,Mercedes Lackey,Fiction,1988,4.19,319,18945
5508,886774268,Magic's Price,Mercedes Lackey,Fiction,1990,4.27,351,18397
5509,886774446,The Madness Season,C. S. Friedman,Fiction,1990,4.05,495,2428
5510,886774632,By the Sword,Mercedes Lackey,Fiction,1991,4.25,492,18245
5511,886774675,Shadowkill,Jo Clayton,Fiction,1991,3.98,400,64
5512,886775167,Winds of Fate,Mercedes Lackey,Fiction,1992,4.03,458,14300
5513,886776066,To Green Angel Tower,Tad Williams,Fiction,1994,4.2,815,19667
5514,886776171,Dance Down the Stars,Jo Clayton,Fiction,1994,3.73,368,33
5515,886776503,Fire in the Sky,Jo Clayton,Fiction,1995,3.87,352,61
5516,886776619,Storm Warning,Mercedes Lackey,Fiction,1995,4.02,428,10958
5517,886777208,Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,Fiction,1997,3.84,350,3740
5518,886777739,Oathblood,Mercedes Lackey,Fiction,1998,4.05,394,9575
5519,886777992,This Alien Shore,C. S. Friedman,Fiction,1999,4.04,564,3068
5520,886778441,River of Blue Fire,Tad Williams,Fiction,1999,4.01,675,12996
5521,886778875,New Amazons,Margaret Weis,Fiction,2000,3.55,336,47
5522,886875536,Good Grief,Rheta Grimsley Johnson,Biography & Autobiography,1989,3.72,256,18
5523,887061990,Experimental Phenomenology,Don Ihde,Philosophy,1986,3.73,155,40
5524,887082432,Alberic the Wise,Norton Juster,European fiction,1992,3.71,24,102
5525,887306292,Hard Drive,James Wallace;Jim Erickson,Business & Economics,1993,4.08,426,1138
5526,887309429,Die Broke,Stephen Pollan;Mark Levine,Business & Economics,1998,3.62,320,254
5527,887511120,Teaching the World's Children,Mary Ashworth;Patricia Wakefield,Education,2004,3.5,101,4
5528,887847447,Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,2006,3.5,336,2
5529,888822405,The Fish Kisser,James Hawkins,Fiction,2001,3.44,360,8
5531,892812923,The Stress-Free Habit,John Perkins,Health & Fitness,1989,3.88,104,15
5532,892817585,Moksha,Aldous Huxley,"Body, Mind & Spirit",1999,4.17,304,382
5533,892818000,Psychonavigation,John Perkins,"Body, Mind & Spirit",1999,4.19,144,59
5534,892967897,Death of a Dreamer,M. C. Beaton,Artists,2006,3.83,247,68
5535,895260476,The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",History,2004,4.02,270,1547
5536,895260786,America Alone,Mark Steyn,Political Science,2006,4.14,224,3038
5537,895260905,The Real Jimmy Carter,Steven F. Hayward,Biography & Autobiography,2004,3.42,272,30
5538,895591324,Billy Budd,Herman Melville,,1978,3.11,106,64
5539,895873311,Topsail Island,Ray McAllister,History,2006,3.92,228,38
5540,895941414,Sister Outsider,Professor Audre Lorde;Audre Lorde,Social Science,1984,4.48,190,11007
5541,896087271,An Ordinary Person's Guide to Empire,Arundhati Roy,Business & Economics,2004,3.99,200,1662
5542,896087646,Outsiders Within,Jane Jeong Trenka;Julia Chinyere Oparah;Sun Yung Shin,Education,2006,4.16,300,187
5543,896214400,Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,1982,4.52,181,15409
5544,896583210,Walking the Rez Road,Jim Northrup,House & Home,1995,4.15,176,148
5545,896892026,200 Quilt Blocks to Mix & Match,Davina Thomas,Crafts & Hobbies,2005,4.09,128,5
5546,896892930,Standard Catalog of Smith & Wesson,Jim Supica;Richard Nahas,Sports & Recreation,2007,4.37,432,36
5547,898599598,The Ecological Approach to Visual Perception,James Jerome Gibson,Psychology,1986,4.28,348,122
5548,898702623,Three Philosophies of Life,Peter Kreeft,Religion,1989,4.3,140,406
5549,898704529,Christianity for Modern Pagans,Peter Kreeft,Religion,1993,4.38,341,399
5550,898706831,Saint Ignatius Loyola,James Brodrick,Biography & Autobiography,1998,4.1,350,10
5552,898709199,No Price Too High,Alex Jones,Biography & Autobiography,2006,4.26,259,48
5553,898709792,C.S. Lewis and the Catholic Church,Joseph Pearce,Religion,2003,3.88,175,156
5554,898792088,Writing the Novel from Plot to Print,Lawrence Block,Reference,1985,3.94,197,335
5555,898868092,The Avalanche Handbook,David McClung;Peter A. Schaerer,Sports & Recreation,2006,4.02,342,41
5556,899421695,The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,Biography & Autobiography,1997,3.91,448,11
5557,905712013,"Graham Greene: The Heart of the Matter, Stamboul Train, A Burnt-",Graham Greene,,1986,4.15,856,53
5560,911589031,Aristotle's Nicomachean Ethics,Aristotle;Hippocrates George Apostle,Philosophy,1984,3.93,372,12
5561,913668060,What Color is Your Parachute?,Richard Nelson Bolles,Applications for positions,1977,3.69,233,5
5562,915145693,The Handbook (The Encheiridion),Epictetus;Nicholas P. White,Philosophy,1983,4.22,35,650
5563,915368609,His Share of Glory,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association,Fiction,1940,4.14,670,124
5564,915811235,Secret of the Peaceful Warrior,Dan Millman,Juvenile Fiction,1991,4.18,32,152
5565,916856593,Alcoholics Anonymous,Alcoholics Anonymous,Self-Help,1976,4.44,250,22
5566,918273820,Through the Arc of the Rain Forest,Karen Tei Yamashita,Fiction,1990,3.91,212,119
5567,919123708,Melville's Moby-Dick,Edward F. Edinger,Psychology,1995,3.84,156,21
5568,922729360,Access the Power of Your Higher Self,Elizabeth Clare Prophet,"Body, Mind & Spirit",1998,4.12,100,50
5569,922729484,Soul Mates and Twin Flames,Elizabeth Clare Prophet,Family & Relationships,1999,3.82,155,127
5570,922915610,The Covert War Against Rock,Alex Constantine,Music,2000,3.59,280,83
5571,922915997,Big Dead Place,Nicholas Johnson,History,2005,3.73,260,410
5572,929524357,History -,Thucydides,,1989,4.5,34,2
5573,930462092,The Days of Vengeance,David Chilton,Bible,1987,4.2,754,115
5574,930588797,Life Amongst the Modocs,Joaquin Miller,Biography & Autobiography,1996,4.32,456,19
5575,932440550,Five Tʻang poets,David Young,Poetry,1990,4.31,184,151
5576,932813860,The Tesla Papers,Nikola Tesla,Science,2000,4.12,100,100
5577,933121180,100 Years of Lynchings,Ralph Ginzburg,Social Science,1962,4.63,270,81
5578,933121261,Black Man of the Nile and His Family,Yosef Ben-Jochannan,History,1989,4.56,442,175
5579,933121296,"African Origins of the Major ""Western Religions""",Yosef Ben-Jochannan,Religion,1991,4.56,363,119
5580,934380236,The Crowd: Extradordinary Popular Delusions: Twin Classics of Crowd Pyschology,Gustave Le Bon;Charles Mackay,Psychology,1993,3.94,288,379
5581,935607099,Discovering Great Artists,MaryAnn F. Kohl;Kim Solga;Rebecca Van Slyke,Juvenile Nonfiction,1996,4.24,144,387
5582,936197447,"Yes, Your Teen Is Crazy!",Michael J. Bradley,Family & Relationships,2002,4.3,332,759
5583,938045555,The Naked Warrior,Pavel Tsatsouline,Health & Fitness,2004,3.99,218,860
5584,938497154,The Atlantis Dialogue,Plato,Fiction,2001,3.77,46,34
5585,938497197,Mahatma Gandhi and His Myths,Mark Shepard,Political Science,2002,3.64,46,55
5586,939666502,Yosemite,Margaret Sanborn,History,1989,3.96,289,23
5587,939682044,Situationist International Anthology,Ken Knabb,Art,2006,4.25,532,662
5588,940244560,Isle of Darksmoke,Larry DiTillio,,1984,2,55,1
5589,940322714,"Letters, Summer 1926",Boris Leonidovich Pasternak;Marina T︠S︡vetaeva;Rainer Maria Rilke;Margaret Wettlin;Walter W. Arndt;Jamey Gambrell,Biography & Autobiography,2001,4.27,380,172
5590,940322781,Seduction and Betrayal,Elizabeth Hardwick,Literary Criticism,2001,4.06,224,246
5591,940450003,Typee,Herman Melville,,1982,3.61,1333,646
5592,940450089,Novels,Nathaniel Hawthorne,Fiction,1983,4.15,1272,493
5593,940450097,"Redburn, White-Jacket, Moby-Dick",Herman Melville,,1983,4.2,1436,1014
5594,940450208,"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie",James Fenimore Cooper,"Bumppo, Natty (Fictitious character)",1985,3.87,1347,344
5595,940450216,"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path",James Fenimore Cooper,Fiction,1985,3.95,1051,128
5596,940450240,"Pierre, Or, The Ambiguities",Herman Melville,"Adventure stories, American",2007,4.19,1478,332
5597,940450380,"Writings, 1902-1910",William James,Literary Collections,1987,4.2,1379,364
5598,940450437,Speeches and Writings 1832-1858,Abraham Lincoln,Illinois,1989,4.37,898,1124
5599,940450488,Complete Plays: 1932-1943,Eugene O'Neill,,1988,4.12,1107,84
5600,940450550,"Novels, 1936-1940",William Faulkner,Yoknapatawpha County (Imaginary place),1990,4.49,1148,326
5601,940450666,Richard Wright,Richard Wright,Literary Collections,1991,4.21,936,73
5602,940450720,"Writings, 1878-1899",William James,Fiction,1992,4.22,1212,87
5603,940450739,"Collected tales, sketches, speeches, and essays 1891-1910",Mark Twain,"Humorous stories, American",1992,4.39,1050,199
5604,940450771,Collected Travel Writings,Henry James,Europe,1993,3.7,868,27
5605,940450828,Historical Romances,Mark Twain;Samuel Langhorne Clemens;Victor and Lin Salamo editors Fischer;Susan K. Harris;Susan R. Harris,Fiction,1994,4.37,1050,280
5606,940895480,Christian Mythmakers,Rolland Hein,Literary Criticism,2002,3.93,303,433
5607,941807550,The Little Big Book for God's Children,Lena Tabori;Alice Wong,Religion,2001,4.88,352,8
5608,943015537,זן ואומנות האושר,Chris Prentiss,Philosophy,2006,4.04,145,2746
5609,943219221,This bridge called my back,Cherríe Moraga;Gloria Anzaldúa,Social Science,2002,4.47,370,61
5610,946061157,Leaving the 20th Century,Christopher Gray,Philosophy,1998,4.14,136,29
5611,946487502,On the Trail of Mary Queen of Scots,J. Keith Cheetham,Biography & Autobiography,1999,3.27,192,11
5612,960989862,The Twelve Steps and Twelve Traditions of Overeaters Anonymous,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,1993,4.37,221,200
5613,961392142,The Visual Display of Quantitative Information,Edward R. Tufte,Mathematics,2001,4.41,197,6296
5614,961392169,The Cognitive Style of PowerPoint,Edward R. Tufte,Computers,2006,4.07,31,897
5615,961392177,Beautiful Evidence,Edward R. Tufte,Computers,2006,4.14,213,1979
5616,961462094,Common Herbs for Natural Health,Juliette De Bairacli-Levy;Heather Wood,Health & Fitness,1996,4.42,223,106
5617,961472820,Graphic Storytelling,Will Eisner,Literary Criticism,1996,4.09,164,1730
5618,962247723,PS I Love You Baby Collection,Lynda Milligan;Nancy Smith,Crafts & Hobbies,1990,4.33,79,6
5619,963188925,Pyramids of Montauk,Preston B. Nichols;Peter Moon,Fiction,1995,3.91,256,70
5620,964326191,The Eye of the I,David R. Hawkins,"Body, Mind & Spirit",2001,4.38,432,707
5621,965020460,Black Etc.,Nannette E. Banks,,1999,4.14,275,137
5622,965020592,Fahrenheit 451,Ray Bradbury,Book burning,2001,3.98,190,185
5624,965307883,The QPB companion to The Lord of the rings,Brandon Geist,"Fantasy fiction, English",2001,3.31,104,72
5625,965429903,Desire and Duty,Teddy F. Bader;Marilyn Bader,Fiction,1997,2.85,286,114
5627,965604926,The Rape of Nanking,Iris Chang,"Nanjing (Jiangsu Sheng, China)",1997,4.12,290,59
5630,965796930,Storm of the century,Stephen King,Fiction,1999,3.91,376,229
5631,966264924,The Beatles' Story on Capitol Records,,Music,2000,4.68,264,25
5632,966410076,You are Being Lied to,Russell Kick,Language Arts & Disciplines,2001,3.87,399,995
5633,967469783,The Buddha in Your Mirror,Woody Hochswender;Greg Martin;Ted Morino,Religion,2001,4.28,230,704
5635,969876742,A Winter's Tale,Cassie Brown,Shipwrecks,1997,3.93,276,42
5636,970312539,New York City's Best Dive Bars,Wendy Mitchell,Travel,2002,3.75,160,16
5637,970998716,Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,Fiction,2001,4.41,700,586
5638,971316821,Maud Hart Lovelace's Deep Valley,Julie A. Schrader,"Authors, American",2002,4.29,325,58
5639,971500746,Transcending the Levels of Consciousness,David R. Hawkins,Religion,2005,4.53,407,423
5640,971500762,Discovery of the Presence of God,David R. Hawkins,"Body, Mind & Spirit",2006,4.58,296,176
5641,972016414,The Player's Handbook,Heidi Fleiss;Libby Keatinge,Family & Relationships,2003,3.82,123,34
5642,972018417,Eating for Life,Bill Phillips,Health & Fitness,2003,3.95,405,788
5643,972121790,Tea with Jane Austen,Kim Wilson,Biography & Autobiography,2004,3.78,128,1415
5644,972167480,Dark Birthright,Jeanne Treat,History,2006,3.63,429,128
5645,972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters;Astre Mithrandir,Literary Criticism,2003,4.05,412,2725
5646,972589813,Dashiell Hammett,Dashiell Hammett,,2005,3.98,342,194
5647,972851720,H.G. Wells' Floor Games,H. G. Wells;Barbara A. Turner,Games & Activities,2004,3.41,110,47
5648,974016713,The Frequencies,Noah Eli Gordon,Poetry,2003,4.32,81,69
5650,974514055,Programming Ruby,David Thomas,Computers,2004,4.04,828,1525
5651,974559300,Creating Contagious Leadership,John Hersey,Leadership,2003,3,128,2
5653,974811823,Brando Unzipped,Darwin Porter,Biography & Autobiography,2006,3.55,625,79
5654,974935999,The Mind Parasites,,Fiction,2005,3.79,240,888
5655,975262203,"Open My Eyes, Lord",Gary Oates,Religion,2004,4.27,148,117
5656,975323113,Plants And Landscapes For Summer-dry Climates Of The San Francisco Bay Region,East Bay Municipal Utility District (Calif.),Gardening,2004,4.33,336,46
5657,976072610,Caesar's Commentaries,Julius Caesar;W. A. MacDevitt;James H. Ford,Biography & Autobiography,2005,4.12,340,398
5658,976234963,Hoodwinked,Quentin Carter,Fiction,2005,4.43,277,961
5659,976249871,Jesus Freaks,Andre Duza,Fiction,2006,3.67,390,54
5660,976401118,The Wood Boy,Raymond E. Feist;Sean J. Jordan;Tad Williams,Comics & Graphic Novels,2005,3.63,144,359
5661,976540606,Unauthorized Harry Potter and the Deathly Hallows News,W. Frederick Zimmerman,Fiction,2005,3.69,152,18
5662,976631156,Clown Girl,Monica Drake,Fiction,2007,3.42,297,5305
5663,976694000,Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,2005,3.89,558,1269
5664,976694026,Behind Closed Doors,Johanna Rothman;Esther Derby,Computers,2005,3.96,176,776
5665,976882302,The Giraffe who was Afraid of Heights,David A. Ufer,Juvenile Fiction,2006,3.81,32,34
5666,977312798,Pictures Showing what Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith,Architecture,2006,4.1,784,484
5668,977616657,Pragmatic Version Control Using Subversion,Mike Mason,Computers,2006,3.57,256,170
5669,978605268,George Washington's Sacred Fire,Peter A. Lillback,Biography & Autobiography,2006,4.2,1200,662
5670,978970705,Plague of the Dead,Z. A. Recht;Bowie Ibarra;Travis Adkins,Fiction,2006,3.84,292,6158
5671,978984803,Brevity & echo,Kathleen Rooney,Fiction,2006,4.38,168,45
5672,1101002611,Cutting Edge,Tom Clancy;Martin H. Greenberg;Jerome Preisler,Fiction,2002,,,
5673,1101007427,Tom Clancy's Net Force: Virtual Vandals,Tom Clancy;Steve Pieczenik;Diane Duane,Young Adult Fiction,1999,,,
5675,1101177276,"Kristin Lavransdatter, II: The Wife",Sigrid Undset,Fiction,1999,,,
5676,1101177357,"Selected Poems (Melville, Herman)",Herman Melville,Poetry,2006,,,
5679,1400016088,Fodor's Amsterdam,"Fodor's Travel Publications, Inc. Staff",Travel,2006,3.5,288,7
5680,1400030064,The Crack in Space,Philip K. Dick,Fiction,1966,3.46,188,1791
5681,1400030080,"Lies, Inc",Philip K. Dick,Fiction,2004,3.17,202,2183
5682,1400030129,Vulcan's Hammer,Philip K. Dick,Fiction,1960,3.51,165,1502
5684,1400030773,Killings,Andre Dubus,,1999,4.16,148,849
5685,1400031044,My Name Is Asher Lev,Chaim Potok,Fiction,2003,4.2,369,31846
5686,1400031311,The O. Henry Prize Stories 2003,Laura Furman,Fiction,2003,3.8,384,137
5687,1400031362,Morality for Beautiful Girls,Alexander McCall Smith,Fiction,2002,3.98,227,32047
5688,1400031656,Before You Know Kindness,Chris Bohjalian,Fiction,2005,3.46,429,9582
5689,1400031770,Eating Stone,Ellen Meloy,Nature,2006,4.1,352,414
5690,1400032059,1491,Charles C. Mann,History,2006,4.02,541,51593
5691,1400032148,The Crazed,Ha Jin,Cerebrovascular disease,2003,3.49,336,1698
5692,1400032385,Letters to a Young Artist,Anna Deavere Smith,Business & Economics,2006,4.01,240,522
5693,1400032466,Miami Blues,Charles Ray Willeford,Fiction,2004,3.94,191,2739
5694,1400032539,His Excellency,Joseph J. Ellis,Biography & Autobiography,2005,3.92,320,31485
5695,1400032717,The curious incident of the dog in the night-time,Mark Haddon,Fiction,2003,3.87,226,991627
5697,1400032814,Diary,Chuck Palahniuk,Fiction,2004,3.61,262,63149
5699,1400032920,The Complete Short Novels,Anton Pavlovich Chekhov,Fiction,2005,4.47,548,10275
5700,1400032954,Isaac Newton,James Gleick,Biography & Autobiography,2004,3.83,288,5132
5701,1400033179,A Year at the Races,Jane Smiley,Sports & Recreation,2005,3.89,304,680
5704,1400033543,You Shall Know Our Velocity!,Dave Eggers,Fiction,2003,3.63,401,25360
5705,1400033721,Parallel Worlds,Michio Kaku,Science,2006,4.18,361,14613
5706,1400033829,Who Will Run the Frog Hospital?,Lorrie Moore,Juvenile Fiction,2004,3.79,160,6067
5707,1400033837,A Thousand Acres,Jane Smiley,Fiction,2003,3.8,371,51670
5708,1400033853,Providence of a Sparrow,Chris Chester,Biography & Autobiography,2004,4.32,304,218
5709,1400033888,Istanbul,Orhan Pamuk,Biography & Autobiography,2006,3.78,356,11391
5710,1400034205,The Razor's Edge,W. Somerset Maugham,Fiction,2003,4.19,314,28339
5711,1400034299,The Dew Breaker,Edwidge Danticat,Fiction,2005,3.79,244,5664
5712,1400034418,Under the Glacier,Halldór Laxness,Fiction,2005,3.59,240,1495
5713,1400034620,Case Closed,Gerald Posner,History,2003,3.96,640,1139
5714,1400034680,Love in the Time of Cholera,Gabriel García Márquez,Fiction,2003,3.9,348,310177
5715,1400034698,Strange Pilgrims,Gabriel García Márquez,Fiction,2006,4.03,208,6648
5716,1400034710,Chronicle of a Death Foretold,Gabriel Garcia Marquez,Fiction,2003,3.96,120,65713
5717,1400034779,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Fiction,2002,3.77,235,200338
5718,1400040302,A Madman Dreams of Turing Machines,Janna Levin,Fiction,2006,3.68,230,1098
5719,1400040353,Lidia's Family Table,Lidia Matticchio Bastianich;David Nussbaum,Cooking,2004,4.22,448,521
5720,1400040361,Lidia's Italy,Tanya Bastianich Manuali,Cooking,2007,4.21,384,619
5721,1400040612,Ten Days in the Hills,Jane Smiley,Fiction,2007,2.51,450,1476
5723,1400041988,Pnin,Vladimir Vladimirovich Nabokov,Fiction,2004,3.89,143,13190
5726,1400043336,The General in His Labyrinth,Gabriel García Márquez,Fiction,2004,3.68,248,11460
5727,1400043468,My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,2006,4.17,302,67593
5728,1400044162,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,2006,4.31,433,63910
5729,1400044731,Suite Francaise,Irene Nemirovsky,Fiction,2006,3.83,395,994
5730,1400044740,Confessions of a French Baker,Peter Mayle;Gerard Auzet,Cooking,2005,3.64,91,389
5731,1400044871,Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,2006,4.02,320,4455
5732,1400046840,See No Evil,,Political Science,2002,3.93,320,3936
5733,1400047331,Gale Gand's Short + Sweet,Gale Gand;Julia Moskin,Cooking,2004,3.74,160,23
5734,1400047838,Fugitives and Refugees,Chuck Palahniuk,Travel,2003,3.51,176,8326
5735,1400047862,"Isolde, Queen of the Western Isle",Rosalind Miles,Fiction,2003,3.65,360,2218
5736,1400049474,Last Train to Paradise,Les Standiford,History,2003,4.02,288,1644
5737,1400051533,"The Hedgehog, the Fox, and the Magister's Pox",Stephen Jay Gould,Science,2003,3.64,288,387
5738,1400051576,The Last Hours of Ancient Sunlight,Thom Hartmann,Political Science,2004,4.22,400,1341
5739,1400051738,The Ruby Ring,Diane Haeger,Fiction,2005,3.69,371,1050
5740,1400052378,Eat This Book,Tyler Florence,Cooking,2005,3.92,287,270
5741,1400052386,Tyler's Ultimate,Tyler Florence,Cooking,2006,4.1,256,3586
5742,1400052580,Everyday Italian,Giada De Laurentiis,Cooking,2005,3.95,256,38550
5745,1400054206,Godless,Ann H. Coulter,Political Science,2006,3.31,310,2681
5746,1400054877,Angry Black White Boy,Adam Mansbach,Fiction,2005,3.55,352,607
5747,1400062454,The Family that Couldn't Sleep,Daniel T. Max,Health & Fitness,2006,3.9,299,4386
5748,1400062640,The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,Fiction,2005,3.12,244,126
5749,1400064660,Peony in Love,Lisa See,Fiction,2007,3.6,273,36508
5750,1400064899,The Wild Trees,Richard Preston,Nature,2007,4.08,294,5255
5751,1400065011,There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,Cities and towns,2007,3.55,320,36
5752,1400065550,American Gospel,Jon Meacham,History,2006,3.79,399,1788
5753,1400071577,Scoop,Rene Gutteridge,Fiction,2006,3.62,352,450
5754,1400075483,Port Mungo,Patrick McGrath,Fiction,2005,3.32,242,395
5755,1400075700,In the Company of Cheerful Ladies,Alexander McCall Smith,Fiction,2006,4.07,256,1023
5757,1400076196,Saturday,Ian McEwan,Fiction,2006,3.63,289,50926
5758,1400076587,Collected Poems,Chinua Achebe,Poetry,2004,3.79,84,200
5759,1400076811,The Disappointment Artist,Jonathan Lethem,Literary Collections,2006,3.63,149,1594
5760,1400076854,Created In Darkness By Troubled Americans,Dave Eggers,Humor,2005,3.76,249,1755
5761,1400077095,The Sunday Philosophy Club,Alexander McCall Smith,Fiction,2005,3.36,272,15787
5762,1400077273,Yellow Dog,Martin Amis,Fiction,2005,2.78,352,1427
5763,1400077303,Titan,Ron Chernow,Biography & Autobiography,2004,4.19,832,13312
5764,1400077800,Einstein's Dreams,Alan P. Lightman,Fiction,1993,4.07,144,24345
5765,1400078008,For Her Own Good,Barbara Ehrenreich;Deirdre English,History,2005,3.97,410,2056
5766,1400078393,Learned Optimism,Martin E. P. Seligman,Psychology,2006,4,319,13231
5768,1400078679,The Island At The Center Of The World,Russell Shorto,History,2005,4.13,384,6593
5769,1400078741,McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,Fiction,2004,3.53,328,939
5770,1400079098,Operating Instructions,Anne Lamott,Family & Relationships,2005,4.19,251,20993
5772,1400079276,Kafka on the Shore,Haruki Murakami,Fiction,2006,4.13,467,206089
5773,1400079373,Company,Max Barry,Fiction,2007,3.73,338,4844
5774,1400079497,The Plot Against America,Philip Roth,Fiction,2005,3.75,391,31270
5775,1400079616,Mulliner Nights,Pelham Grenville Wodehouse,Fiction,1961,4.11,240,1144
5776,1400079853,Checkpoint,Nicholson Baker,Fiction,2005,2.89,128,641
5777,1400083117,Blood Done Sign My Name,Timothy B. Tyson,Biography & Autobiography,2004,4.15,368,2470
5778,1400095085,The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,2003,3.69,128,4724
5779,1400095280,Blood on the Moon,James Ellroy,Fiction,2005,3.45,272,1555
5780,1400095417,The Promise,Chaïm Potok,Fiction,2005,4.15,368,10953
5781,1400095468,The Greenlanders,Jane Smiley,Fiction,2005,3.89,608,1921
5782,1400095816,Before the Frost,Henning Mankell,Fiction,2006,3.85,375,8140
5783,1400095956,The Brief History of the Dead,Kevin Brockmeier,Fiction,2007,3.67,252,9235
5784,1400096081,"Blind Willow, Sleeping Woman",Haruki Murakami,Fiction,2007,3.84,362,1120
5786,1400096910,The Complete Stories of Truman Capote,Truman Capote,Fiction,2005,4.2,320,3842
5787,1400097029,The Sea,John Banville,Fiction,2006,3.51,195,18513
5788,1400097037,Arthur and George,Julian Barnes,Fiction,2007,3.7,445,11227
5789,1400098025,The Eiger Sanction,Trevanian,Fiction,2005,4.06,336,10094
5790,1400098033,Shibumi,Trevanian,Fiction,2005,4.22,480,9001
5791,1400307848,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,Juvenile Nonfiction,2006,3.95,113,100
5792,1401200192,"The Invisibles, the Invisible Kingdom",Grant Morrison,Comics & Graphic Novels,2002,4.19,288,3238
5793,1401200680,On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,Comics & Graphic Novels,2003,3.54,96,74
5794,1401202179,Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,1998,4.51,144,10070
5795,1401202454,"John Constantine, Hellblazer: Setting sun",Warren Ellis,Comics & Graphic Novels,2004,4.19,96,2505
